Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,KM_Clusters
62981,21,796,14,590,38,44,0,1,4,5,13,3,0,0,57,11,0,0,1482,1
9548,31,0,1,3,10,6,9,2,1,0,3,8,0,0,48,12,1,2,29,0
33762,61,53,1,34,2,0,16,3,2,2,2,8,0,0,65,11,3,0,106,0
35860,37,15,0,8,4,2,20,2,1,1,2,5,0,1,51,10,2,4,49,0
36921,74,17,1,12,3,1,4,2,2,0,3,7,0,0,59,11,2,0,38,0
92859,46,962,61,921,52,61,20,1,5,4,12,2,0,0,32,12,0,0,2077,1
65104,4,738,0,232,13,20,50,2,3,5,7,7,0,1,48,11,1,2,1053,2
86111,73,399,28,756,36,40,126,1,5,7,10,2,0,0,62,11,0,0,1385,1
68352,47,614,16,132,43,33,33,3,8,5,9,6,0,0,50,11,1,2,871,2
41883,13,32,34,41,73,16,116,3,4,2,3,7,0,0,36,11,1,2,312,2
59809,36,598,16,141,32,41,49,3,3,3,6,8,0,0,48,12,2,0,877,2
23957,47,2,1,18,20,11,16,1,2,0,3,6,0,1,49,12,1,2,68,0
38547,49,6,1,10,0,1,4,1,1,0,2,8,1,0,43,11,1,3,22,0
35688,94,73,3,90,12,1,32,7,4,1,4,8,0,0,51,12,3,0,211,0
49605,65,42,16,29,12,20,8,1,2,1,4,3,0,0,58,10,0,0,127,0
59354,59,295,21,78,39,13,13,1,4,4,7,3,0,0,71,10,2,0,459,0
65747,96,346,17,48,23,13,13,4,8,1,6,6,0,0,55,10,1,2,460,2
46344,28,233,20,57,8,20,91,4,7,1,5,7,0,0,52,12,1,2,429,2
34176,12,5,7,24,19,14,20,4,3,0,4,6,0,0,36,10,1,2,89,0
61010,57,888,0,57,0,0,76,2,8,5,11,5,0,0,72,12,1,2,1021,2
69372,10,997,26,269,34,13,42,1,10,4,6,4,0,1,75,11,0,4,1381,1
49967,4,212,6,69,4,12,3,3,6,1,5,7,0,0,66,11,1,2,306,0
60199,49,8,1,7,2,0,0,1,0,0,3,4,0,0,46,11,3,0,18,0
55375,3,42,11,57,10,28,14,1,1,1,6,2,0,0,47,11,1,2,162,0
80317,64,536,11,387,149,91,57,1,3,4,10,1,0,0,69,11,0,0,1231,1
30523,0,5,0,3,0,0,5,1,1,0,2,7,0,0,66,11,3,0,13,0
70356,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,79,12,0,0,1706,2
23228,91,53,3,49,7,4,5,4,3,0,4,8,0,0,40,10,1,2,121,0
74165,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,49,11,0,0,1293,1
157243,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,51,10,1,2,1608,1
43482,83,18,1,32,6,3,28,3,2,0,4,6,0,0,58,11,3,0,88,0
62551,27,125,16,98,134,21,27,1,6,7,4,3,0,0,71,11,0,0,421,1
52332,63,212,5,33,7,0,2,1,3,2,6,4,0,0,65,11,0,0,259,0
66951,46,277,162,305,173,76,124,1,3,4,7,1,0,0,36,11,0,0,1117,1
26091,84,15,10,19,8,17,20,3,2,1,3,5,0,0,67,10,2,0,89,0
33456,58,7,3,10,8,1,7,2,1,0,3,7,0,0,59,10,2,0,36,0
28718,78,12,4,6,11,8,16,2,2,0,3,8,0,0,42,11,1,2,57,0
50447,4,85,7,24,2,3,27,1,3,1,3,6,0,0,54,10,2,0,148,0
53537,17,81,0,6,0,0,6,2,2,1,3,5,0,0,65,10,2,0,93,0
52074,77,59,0,12,0,0,48,1,2,2,2,4,0,0,57,10,1,2,119,0
80427,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,49,12,1,2,1835,1
83837,79,847,66,119,86,89,111,1,9,10,5,4,0,1,76,12,0,4,1318,1
38853,90,29,0,14,0,0,2,2,2,0,3,7,0,0,54,10,2,0,45,0
38285,96,2,0,5,2,0,1,1,0,0,3,2,0,0,65,10,3,0,10,0
51650,81,152,3,22,2,5,7,1,4,1,4,5,0,0,48,10,1,2,191,0
16248,77,12,11,10,3,12,9,3,2,1,3,6,0,0,36,10,1,2,57,0
66835,21,620,26,195,34,17,141,1,6,4,13,2,0,0,78,11,0,0,1033,1
30477,16,47,1,6,0,0,12,1,1,1,3,6,0,0,40,10,1,2,66,0
28249,80,1,9,7,2,14,10,1,2,0,3,6,0,0,63,10,0,0,43,0
25271,45,10,1,18,10,4,7,1,1,1,2,9,0,0,41,12,1,2,50,0
32303,63,35,0,2,0,0,2,2,1,0,4,5,0,0,54,10,1,2,39,0
61286,34,356,0,107,19,9,117,2,7,1,8,5,0,0,58,11,1,2,608,2
74068,14,783,30,537,140,76,15,1,4,10,9,2,0,0,48,11,0,0,1581,1
45759,13,42,1,18,3,0,4,2,2,0,3,7,0,0,60,11,2,0,68,0
24882,52,1,4,10,29,0,36,1,1,1,2,6,0,0,46,12,1,2,80,0
66973,98,466,22,432,147,113,102,1,8,7,12,3,0,0,35,11,0,0,1282,1
36640,99,15,6,8,7,4,25,1,2,1,2,5,1,0,124,11,1,3,65,0
38872,93,23,3,21,3,19,22,2,3,0,3,8,0,0,36,11,1,2,91,0
51148,38,235,6,45,8,9,12,4,5,1,6,6,0,0,51,11,2,0,315,0
31353,24,10,0,10,3,1,7,2,1,1,2,8,0,0,47,11,2,0,31,0
69661,80,656,16,106,32,16,8,1,7,3,12,3,0,0,44,10,0,0,834,2
80067,82,519,17,813,27,173,51,1,4,6,6,2,0,0,70,11,0,0,1600,1
86718,20,344,189,482,50,33,172,1,5,6,5,2,0,0,70,11,0,0,1270,1
46854,81,96,1,79,7,1,79,6,5,1,3,8,0,1,51,10,2,4,263,0
69142,50,448,4,34,6,4,39,3,8,1,7,5,0,0,72,10,1,2,535,2
75922,60,265,138,553,224,23,92,1,4,4,9,1,0,0,56,11,0,0,1295,1
63693,63,587,43,337,42,87,54,3,11,6,9,6,0,0,46,11,1,2,1150,1
102160,54,763,29,138,76,176,58,0,7,9,10,4,0,1,47,12,0,4,1240,1
40637,72,22,0,13,0,0,3,2,1,0,3,7,0,0,59,11,2,0,38,0
18890,5,6,4,1,7,2,15,1,0,1,2,6,0,1,40,12,0,4,35,0
29604,88,7,6,13,7,6,14,1,1,0,3,9,0,0,36,11,1,2,53,0
48721,50,81,18,113,47,13,21,6,4,2,5,6,0,0,61,11,2,0,293,2
44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,58,10,1,2,65,0
64497,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,70,12,1,2,1804,2
46097,11,72,24,68,65,4,8,5,3,1,6,4,0,0,68,11,1,2,241,0
77972,18,613,22,319,33,102,12,1,4,6,9,1,0,0,70,10,0,0,1101,1
44377,70,224,0,30,0,0,10,8,5,1,5,8,0,0,56,12,2,0,264,0
46014,21,410,0,59,19,9,44,10,7,1,8,7,0,0,50,11,2,0,541,2
70951,66,239,10,554,254,87,54,1,3,4,9,1,0,0,39,11,0,0,1198,1
41443,79,171,7,171,25,19,89,6,8,1,5,8,0,0,47,10,1,2,482,2
52195,2,12,0,4,0,0,1,1,1,0,2,8,0,0,46,10,3,0,17,0
83790,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,76,11,0,0,1615,1
44551,24,182,4,33,0,0,66,2,4,1,5,7,0,0,70,11,1,2,285,0
69508,48,824,32,162,42,32,43,2,11,4,11,6,0,0,44,12,1,2,1135,2
45204,93,30,11,25,29,1,18,1,1,1,4,3,0,0,36,10,1,2,114,0
72460,56,377,10,540,80,30,10,1,3,5,7,1,0,0,55,11,0,0,1047,1
77622,3,520,7,154,19,0,14,2,6,3,11,3,0,0,54,10,2,0,714,2
30732,44,155,1,25,0,1,3,4,4,1,4,8,0,0,44,11,1,2,185,0
63887,38,897,23,207,15,11,92,5,9,6,12,6,0,0,62,12,1,2,1245,2
42011,46,131,0,16,2,1,39,4,3,1,4,8,0,0,46,11,1,2,189,0
51369,84,297,7,79,0,11,182,2,8,2,4,8,0,0,48,12,1,2,576,2
51537,27,787,20,204,0,0,92,3,2,2,11,8,0,0,72,12,1,2,1103,2
79930,72,792,86,740,67,51,17,1,3,5,8,2,0,0,52,12,0,0,1753,1
34320,66,4,1,9,3,0,0,1,1,0,2,8,0,0,38,10,1,2,17,0
37070,30,231,7,137,4,15,39,9,5,1,8,7,0,1,58,11,2,4,433,2
81975,2,983,76,184,180,138,27,1,6,3,4,7,0,0,62,11,1,2,1588,1
38590,65,3,1,8,4,3,3,1,1,0,2,8,0,0,53,11,1,2,22,0
15033,37,0,4,5,6,0,4,1,1,0,3,3,0,0,73,10,0,0,19,0
62745,89,562,21,464,28,10,32,3,7,8,11,5,0,0,59,11,1,2,1117,2
22212,49,5,9,20,6,8,21,2,2,0,4,6,0,0,49,11,1,2,69,0
23661,46,18,0,4,0,0,1,1,1,0,3,7,0,0,42,11,1,2,23,0
79761,32,415,5,124,15,35,11,1,5,2,11,3,0,0,66,11,1,2,605,2
7500,54,5,3,10,12,7,20,4,3,1,3,7,0,0,51,11,1,2,57,0
60182,23,8,0,5,7,0,2,1,1,0,2,4,0,0,131,10,1,2,22,0
73455,98,901,61,757,186,163,20,1,6,5,10,3,0,0,56,11,0,0,2088,1
64961,97,382,114,276,75,124,38,2,6,4,4,3,0,0,66,12,1,2,1009,1
22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,53,11,1,2,26,0
73687,8,559,153,503,218,13,181,1,3,9,9,2,0,1,34,11,0,4,1627,1
61074,37,789,0,133,0,28,152,7,11,5,8,7,0,0,66,12,1,2,1102,2
31686,31,11,0,5,0,0,1,2,1,0,3,6,0,0,60,10,2,0,17,0
80134,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,52,11,1,2,1690,1
75027,74,925,64,179,133,12,77,2,9,4,6,5,0,0,71,11,1,2,1390,1
67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,36,12,0,0,2126,1
65176,57,960,28,183,220,70,70,4,9,6,6,6,0,0,55,12,1,2,1531,2
31160,59,16,3,25,6,1,13,2,2,0,3,8,0,0,49,11,1,2,64,0
29938,52,3,3,7,0,2,11,2,1,0,3,6,0,0,39,11,1,2,26,0
102692,5,168,148,444,32,172,148,1,6,9,13,2,0,1,50,11,0,4,1112,1
26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,66,12,0,0,210,0
75702,77,650,28,353,45,42,30,5,4,6,11,8,0,0,57,12,2,0,1148,2
30899,35,24,0,8,0,0,1,2,1,0,3,6,0,0,50,12,1,2,33,0
63342,48,918,21,118,13,10,21,3,8,3,5,6,0,0,63,12,1,2,1101,2
45989,97,138,33,87,28,24,12,4,3,2,7,3,0,0,60,12,1,2,322,2
18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,60,11,2,0,44,0
40737,24,11,0,4,0,0,2,1,1,0,2,8,0,0,67,11,3,0,17,0
15287,60,1,2,8,4,3,13,2,1,1,2,7,0,1,45,12,1,2,31,0
69674,46,554,41,215,11,0,24,3,10,2,10,5,0,0,56,11,2,0,845,2
44159,85,167,2,62,24,13,7,4,4,1,6,5,0,0,54,10,1,2,275,0
37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,46,12,1,2,25,0
43776,9,177,2,71,3,2,20,6,5,2,4,8,0,1,72,11,2,4,275,2
38179,30,38,4,22,4,2,20,4,3,1,3,7,0,0,58,11,2,0,90,0
80124,47,483,84,398,205,84,241,1,3,7,8,1,0,0,61,10,0,0,1495,1
38097,70,77,2,35,0,1,69,4,3,2,2,7,0,1,54,12,2,4,184,0
72940,13,182,74,298,162,149,116,1,3,3,6,1,0,0,54,11,0,0,981,1
22070,11,10,7,19,8,2,21,2,2,2,2,6,0,0,54,11,1,2,67,0
69267,31,778,44,499,95,73,146,2,3,4,5,7,0,1,71,12,0,4,1635,1
31788,15,16,7,23,0,8,6,3,3,0,4,5,1,0,41,10,1,3,60,0
61905,2,167,0,43,6,2,13,2,4,2,4,5,0,0,49,10,1,2,231,0
29315,55,13,2,14,8,7,4,4,2,0,4,6,0,0,64,10,2,0,48,0
33378,38,33,6,40,3,7,10,3,2,0,4,7,0,0,61,11,2,0,99,0
66313,86,625,7,99,10,22,7,2,6,3,12,4,0,0,61,11,1,2,770,2
60714,56,216,162,224,101,92,162,2,7,4,10,5,0,1,68,11,0,4,957,1
77882,29,68,129,396,188,22,15,1,3,3,5,1,0,0,43,10,0,0,818,1
69867,30,196,0,512,33,130,54,1,3,5,8,1,0,1,38,11,0,4,925,1
63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,56,11,1,2,908,2
24480,46,4,19,9,28,25,17,3,3,0,4,7,0,0,43,11,1,2,102,0
65640,74,204,7,149,20,15,66,1,5,1,8,2,0,0,50,10,1,2,461,2
44319,18,26,0,8,0,0,3,2,2,0,3,5,0,0,49,10,2,0,37,0
30631,75,15,6,20,4,5,20,1,3,1,2,7,0,0,50,11,1,2,70,0
75278,17,304,98,230,150,74,74,1,6,3,13,3,0,0,72,11,0,0,930,1
50898,88,285,28,242,55,114,135,13,6,2,12,5,0,0,68,11,2,0,859,2
79946,19,395,183,565,166,141,28,1,5,11,5,3,0,0,58,10,0,0,1478,1
35416,62,248,3,81,4,3,51,3,7,1,5,8,0,0,75,11,0,0,390,2
32414,11,20,6,5,0,9,12,1,1,0,3,7,0,0,40,11,0,0,52,0
38361,74,39,0,56,20,8,14,3,3,1,3,7,0,0,55,11,1,2,137,0
82497,32,777,129,573,216,21,203,1,2,7,9,4,0,0,44,12,0,0,1919,1
16626,76,8,3,22,21,1,13,3,3,0,3,9,0,0,53,10,2,0,68,0
29672,6,9,1,3,0,4,8,1,0,0,3,6,0,0,59,11,2,0,25,0
55951,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,72,12,1,2,1374,2
35388,20,6,4,7,4,3,8,1,1,0,3,7,0,0,36,11,1,2,32,0
42386,43,65,4,16,0,4,11,1,3,0,3,8,0,0,38,11,1,2,100,0
68627,45,395,15,263,60,54,38,1,2,3,6,1,0,0,42,11,0,0,825,1
57912,34,801,0,80,0,0,35,5,8,3,12,5,0,0,59,10,1,2,916,2
35246,53,36,0,12,2,2,10,4,3,1,3,5,0,0,66,10,2,0,62,0
58821,44,513,14,154,19,0,28,1,9,2,9,6,0,0,68,11,1,2,728,2
46377,89,37,0,46,4,3,0,1,2,1,3,4,0,0,46,10,1,2,90,0
39747,43,80,15,93,20,13,52,3,5,1,4,8,0,0,36,10,1,2,273,0
23976,68,14,1,21,2,3,25,3,3,1,3,7,0,0,40,11,1,2,66,0
80950,44,525,147,112,219,147,63,1,6,7,9,2,0,0,63,11,0,0,1213,1
27038,64,1,26,25,17,23,15,1,3,0,3,9,0,1,58,12,0,4,107,0
77457,85,675,11,400,15,45,11,1,2,5,10,1,0,0,77,10,0,0,1157,1
64100,93,509,0,27,0,0,10,1,8,3,6,7,0,0,60,11,1,2,546,2
42670,12,154,2,46,20,4,15,1,4,2,4,4,0,0,32,11,0,0,241,0
12571,86,3,5,14,2,12,17,4,3,1,3,6,0,0,48,10,1,2,53,0
22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,57,11,3,0,37,0
70893,42,768,44,561,77,44,14,1,6,6,10,3,0,0,48,11,0,0,1508,1
54198,13,185,0,28,3,2,17,6,3,1,6,4,0,0,58,11,2,0,235,0
28839,86,24,0,7,0,0,1,2,2,0,3,5,0,0,68,10,2,0,32,0
40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,52,11,2,0,102,0
66503,30,91,64,128,65,3,50,2,4,3,6,3,0,0,39,12,1,2,401,2
30833,33,11,0,7,3,1,6,2,1,0,3,5,0,0,73,11,2,0,28,0
64795,23,412,5,119,38,29,77,3,3,3,12,2,0,0,53,11,1,2,680,2
34421,81,3,3,7,6,2,9,1,1,0,2,7,0,0,50,11,1,2,30,0
47025,6,16,0,3,0,0,1,1,1,0,2,7,0,0,59,10,2,0,20,0
64325,41,731,60,353,78,12,73,5,10,3,5,7,0,0,63,11,1,2,1307,2
40464,78,424,17,118,7,23,41,6,8,2,8,8,0,0,71,11,1,2,630,2
62187,49,792,0,275,45,45,126,1,4,8,5,3,0,0,67,11,0,0,1283,1
14849,39,21,2,28,3,2,9,3,2,0,4,8,0,0,48,11,1,2,65,0
27255,3,22,1,11,0,1,2,1,1,0,3,7,0,0,40,11,1,2,37,0
54432,37,33,0,5,0,0,0,1,1,0,3,4,0,0,74,11,3,0,38,0
29999,22,68,7,59,10,5,11,4,3,1,4,8,0,0,38,11,1,2,160,0
24072,79,9,1,6,3,0,4,1,1,0,2,8,0,0,41,11,1,2,23,0
33996,46,40,2,15,8,0,6,1,1,1,3,4,0,0,35,11,0,0,71,0
66334,82,909,11,218,0,0,23,2,9,3,5,5,0,1,68,11,1,2,1161,2
